"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"*postReposts_168";1;1;0;1;0,003
"-*renata_jordao_peter";0;1;1;1;1
"-*pamcosta_swiss";1;0,379;0,592;1;0,545
"-*malo_bineau";1;1;1;1;0,283
"-*ifmoniz_ark";1;1;1;1;0,283
"-*ab_onesss";1;1;1;1;0,283
"-*ju_ba_12";1;1;1;1;0,032
"-*mcsapiinhodazlofc";1;1;0,102;1;0,921
"-*claudiabassitt";1;1;1;1;0,283
"-*ribsgab";1;1;1;0,076;1
"*commentLikes_196";1;1;0,432;0,308;1
"-*axdino";1;1;0,007;1;1
"-*leenamameihei";0,424;1;1;1;0,011
"-*yhonigrc";1;1;1;0,126;1
"-*samourelle";1;1;1;1;0,032
"-*sra_amelia";1;1;0,007;1;1
"-*raposo_bru";1;1;0,007;1;1
"-*pereira_dneves";1;1;1;1;0,283
"-*rellik_bjj";1;1;0,007;1;1
"-*pierrotleblaireau";1;1;0;1;1
"-*crankcelso";1;1;0,977;1;0,106
"-*tomasjure_tg";0;1;1;1;1
"-*mateuspatriciojj";1;1;0;1;1
"-*xnx_1917";1;1;0,977;0,002;1
"-*axellflavio";1;1;1;1;0,129
"-*antoinepitteloud";1;1;0,262;0,814;1
"-*adrianamalacari";1;1;1;1;0,283
"-*jonas_fg";1;1;0,102;1;0,921
"-*_mariakohn_";1;1;1;1;0,283
"-*danyfiity";1;1;0,007;1;1
"-*joha_nnes2527";1;1;0,004;1;1
"-*moraispaulo65";1;1;1;1;0,283
"-*daniel_goiano86";1;1;1;1;0,129
"-*karlathais1";1;1;1;1;0,283
"-*lima_ivan";1;1;0,102;1;0,921
"-*geovanamader";1;1;0,102;1;0,921
"-*dostos__";1;1;0,004;1;1
"-*paty_tricia";1;1;0,262;1;0,484
"-*andreia_duracak";1;1;0,102;1;0,921
"-*jimmypimp";1;1;1;1;0,283
"-*tawfikmarius";1;1;0,007;1;1
"-*hellen_ballestra";1;1;0;1;1
"-*by_rita_fiuza_fashion_bigger";1;1;0,007;1;1
"-*suleimamendes";1;1;1;1;0,283
"-*ninanadianadwa";1;1;1;1;0,283
"-*filipe_bianchi";1;1;0,007;1;1
"-*lucianaguedesteixeiraleite";1;1;1;1;1
"-*l_r_s26";1;1;1;1;0,283
"-*j_arthurcandido";1;1;1;1;0,283
"-*casaecocatu_praia_da_lages";1;1;0,007;1;1
"-*lulinden7";1;0,04;1;0,471;1
"-*ivson_bastos_bjj";1;1;1;1;0,283
"-*izabelsilva1312";1;1;0,007;1;1
"-*miss_nesz";1;1;0,102;1;0,921
"-*mgmjimenez";1;1;0,102;1;0,921
"-*crispereiraclemente";0,004;1;1;1;0,921
"-*nannou_ab";1;1;1;1;0,253
"-*tua_vtn_986";1;1;1;0,212;0,863
"-*chaleip0x3ur";1;1;0,102;1;0,921
"-*iuricruzofc";0;1;1;1;1
"-*basadonna";1;1;0,007;1;1
"-*julyanedesantana";1;1;1;1;0,283
"-*djdonmorenoshowswiss";1;1;1;1;0,283
"-*ornel_in_stagram";1;1;1;1;0,283
"-*carolamarogarrido";1;1;0,007;1;1
"-*nerisvitoraci";1;1;1;1;0,283
"-*aml_sabr_mrt";1;1;1;1;0,283
"-*jucapu1909";1;1;1;0,103;1
"-*andersonganzaroli";1;1;0,007;1;1
"-*boris_rere";1;1;1;0,103;1
"-*thiagoladeiraidiomas";1;1;1;1;0,283
"-*ellacoteouest";1;1;1;1;0,063
"-*kelly_viret";1;1;1;0,471;0,921
"-*renatasimoes1";0;1;1;1;1
"-*karlkakao";1;1;1;0,103;1
"-*pathorando";1;1;1;1;0,283
"-*originalmaniac_tattoo";1;1;1;1;0,283
"-*dmmma__";1;1;1;1;0,283
"-*asl_tt49";1;1;1;1;0,253
"-*rod_saraiva";1;1;0,007;1;1
"-*jeff_la_tour";1;1;1;1;0,283
"-*gomezi__";1;1;0,007;1;1
"-*vardaralil";1;1;1;0,103;1
"-*natiluzka";1;1;1;0,126;1
"-*christiandossantos2025";0;1;1;1;1
"*i_0263";1;0,025;0,752;1;0,93
"-*caftanvintage__";1;0;1;1;1
"-*aw_ay74";0,004;1;1;1;0,921
"-*otmane_el_ainouni";1;0,001;1;1;1
"-*r0jo_07";1;1;1;1;0,063
"-*mohcine_ar12";1;1;0,102;0,471;1
"-*redman_voyage_";1;1;1;1;0,283
"-*brillance_suisse";1;1;0,102;0,471;1
"*i_0264";0,685;1;1;0,366;1
"-*gbourquin";1;1;1;1;0,283
"*i_0265";1;1;1;0,002;1
"*postDate_30-10-2025";1;0,36;1;0,05;0,242
"-*hosseindina";1;1;1;0,001;1
"-*i_mtome";1;1;0,007;1;1
"-*erik_overtask";1;1;1;0,471;0,921
"-*recyclatelier_sylvie";1;1;1;1;0,283
"-*capucine_0703";1;1;1;1;0,283
"*i_0266";0,424;1;0,003;0,684;1
"-*yokedean_01";1;1;1;0,471;0,921
"*i_0267";1;1;1;0;1
"*postComments_106";1;1;1;0;1
"*commentLikes_204";1;1;1;0,001;1
"-*vic_pall";1;1;1;0,001;1
"-*sonia78th";1;1;1;0,126;1
"-*amalbay22";1;0,977;1;0,007;1
"-*pborloz";1;1;1;0,032;1
"-*b__marti";1;1;1;0,103;1
"-*john_familly7";1;1;1;1;0,253
"-*nela_princessbrazza89";1;1;1;0,032;1
"-*prince_diid";1;1;1;0,103;1
"-*paulatina_d";0,074;1;1;0,032;1
"-*jean__miel";1;1;1;1;0,283
"-*x_ciana";1;1;1;0,471;0,921
"-*tycia22";1;1;1;0,126;1
"-*scolinette_delamontagne";1;1;1;0,03;1
"*i_0268";0,206;0;1;1;1
"-*ouaicestthib";1;1;1;0;1
"*i_0269";1;1;1;1;0
"*postComments_140";1;1;1;1;0
"-*ecop_francois";0,074;0,255;1;1;0,888
"-*thelma_ns";1;1;1;1;0,283
"-*rocaline_stevens";1;1;1;0,814;0,484
"-*chacha_mojitos";1;1;1;1;0,283
"-*freediv_e";1;1;1;1;0,283
"-*voyageur_1969";1;1;1;0,103;1
"-*charlotteetsonjules";1;1;1;1;0,283
"-*abmarcella";1;1;1;1;0,283
"-*erosfan";1;1;1;1;0,129
"-*henchozchantal";1;1;1;1;0,283
"-*marielauredupont02";1;1;1;1;0,283
"-*the_orange_machiiine";1;1;1;1;0,283
"-*cameleon_87";1;1;1;0,471;0,921
"-*patounettem";1;0,04;1;1;0,921
"-*lovre_made";1;1;1;1;0,283
"-*paska_1206";1;1;1;1;0,283
"-*david_bravo_gamma";1;1;1;1;0,129
"-*adrien_behadir";1;1;1;1;0,129
"-*marie__dp";1;1;1;1;0,283
"-*waves_art_initiative";1;1;1;1;1
"-*kiehl_christian";1;0,001;1;1;1
"-*urilimani";1;1;1;0,103;1
"*i_0270";1;1;1;1;0
"-*giacomo_wb_officiel";1;1;1;1;0,129
"*i_0271";1;1;1;0;1
"-*everlife_ch";1;1;1;0,471;0,921
"-*julie_la_houriette";1;1;1;0,002;1
"-*wooligan";1;1;1;0,021;1
"-*sarah_deillon";1;1;1;0,103;1
"*i_0272";0,074;1;0,432;1;1
"-*ken_koko_akakokoko";1;1;0,007;1;1
"*i_0273";1;0,07;1;1;0,1
"*postLikes_Comment";1;0,07;1;1;0,1
"*i_0274";1;0;1;1;0,288
"-*lu7_grr";1;1;1;1;0,283
"-*perrine_tramoni";1;1;1;1;0,283
"-*leslignesdeju";1;0;1;1;1
"-*mountainstride";1;1;1;1;0,283
"-*vanderleymaia";0,004;1;1;1;0,921
"-*emmo_gentedai";1;0,001;1;1;1
"-*chavalju";1;1;1;1;1
"-*c_cornu69";1;1;1;1;0,283
"-*pepi_ta100";1;0,001;1;1;1
"-*tom_gougler";1;1;1;0,126;1
"-*jeanbaptistecappa";1;1;1;1;0,283
"-*quentin_reynardfeytis";1;1;1;1;0,283
"-*oliouioui";1;1;1;1;0,283
"-*_sebnoe_";1;1;1;1;1
"-*d00amien";1;1;1;0,126;1
"-*afernandez_archi";1;1;1;1;0,283
"-*millahism";1;1;1;1;0,283
"-*nathaniel_sciboz";1;0,001;1;1;1
"-*riccardotarchini";1;1;1;1;0,283
"-*jeanpierrekummer";1;1;1;1;0,283
"-*13ls_cs";1;0,001;1;1;1
"-*lllizar_dm";1;0,04;1;0,471;1
"-*ybvivre";1;1;1;1;0,283
"-*muheimbernard";1;0,001;1;1;1
"-*assoul_";1;0,001;1;1;1
"-*sireldr";1;0,001;1;1;1
"-*mimout7_6";1;1;1;1;0,283
"-*stanislas_31";1;1;1;1;0,283
"-*geisinger_juliette";1;1;1;0,103;1
"-*maxi_brice";1;1;1;0,103;1
"-*safzer20";1;1;1;1;0,283
"-*lire_et_decrire_apprendre";1;1;1;0,103;1
"*i_0275";0,957;1;0,001;1;0,427
"-*diotallevilorenza";1;1;1;1;0,283
"-*hasan__m03";1;1;1;0,103;1
"-*nana_re_sources";1;1;1;1;0,283
"-*stuntman_123456";1;1;1;0,103;1
"-*driedgarbagecan";1;1;1;1;0,283
"-*hadiversoix";1;1;0,007;1;1
"-*remibanc";1;1;1;0,103;1
"-*mago_bkrv";1;1;0,007;1;1
"*i_0276";1;0;1;0,963;1
"-*moullet___";1;0,001;1;1;1
"-*wilrod1610";1;1;1;1;0,283
"-*bearclawlewis";1;1;1;1;0,283
"-*ar_cheo_mand";1;1;1;0,103;1
"-*jeandanielscheuch";1;0,001;1;1;1
"-*mario_tprd";1;0,001;1;1;1
"*i_0278";1;1;1;0;1
"*postComments_380";1;1;1;0;1
"*postDate_31-10-2025";1;1;1;0;1
"-*p_loria_spiderology";1;0,379;1;1;0,545
"-*nicolasabry";1;1;1;1;0,283
"-*mbarrasmoret";1;1;1;1;0,253
"-*atelierdenisbomer";1;1;1;0,008;1
"-*p___petrosyan";1;1;1;0,308;0,888
"-*pablo_lopezleonor";1;1;1;0;1
"-*alex_dwg";1;1;1;0;1
"-*andrea_trunfio";1;1;1;0,471;0,921
"-*ninjane_23";1;1;1;0,471;0,921
"-*heikem1711";1;1;1;0,103;1
"-*yanikuza_fujimaru";1;1;1;0,005;1
"-*_tinerou_";1;1;1;0,308;0,888
"-*denislopes65";1;1;1;0,103;1
"-*shitmean_";1;1;1;1;0,063
"-*basil_ym";1;1;1;0,103;1
"-*mario_cerni";1;1;1;0,001;1
"-*leonardo_s_s_n";1;1;1;0,471;0,921
"-*jsvalais";1;1;1;0,103;1
"-*mister_timothee";1;1;1;0,126;1
"*commentLikes_197";1;0,04;1;0,471;1
"-*enzo_vouillamoz";1;1;1;0,103;1
"-*krisgeneva";1;1;1;0,103;1
"-*astrojose9";1;1;1;0,103;1
"-*kaulain";1;1;1;0,005;1
"-*cryptomat13_eth";1;1;1;0,103;1
"-*lucaa_co";1;1;1;1;0,283
"-*mimir_kowack";1;0,001;1;1;1
"-*fgtier";1;1;1;0,103;1
"*i_0279";1;1;1;0,001;1
"*postLikes_27900";1;1;1;0,001;1
"*postReposts_156";1;1;1;0,001;1
"*commentLikes_380";1;1;1;0,103;1
"-*albin_tnn";1;1;1;0;1
"-*sarahviot";1;1;1;0,021;1
"-*gag74_9";1;1;1;1;0,283
"-*leon_csb";1;1;1;1;0,283
"-*francoise__augustine";1;1;1;0,021;1
"-*yannick_gehrke";1;1;1;0,814;0,484
"-*jeanloup_chemin";1;0,157;1;0,684;1
"-*ansooo";1;0;1;0,814;1
"-*ioset_bout_de_bois";1;1;1;1;0,283
"-*line_martin_riva";1;1;1;0,103;1
"-*nicolas_de_saint_germain";1;1;1;0,103;1
"-*samovarcervinia";1;1;1;0,126;1
"-*joelledecaillet";1;1;1;1;0,283
"-*watkinsannick";1;1;1;1;0,283
"-*lenny_brgnd";1;1;1;0,471;0,921
"-*blueharvest_80";1;1;1;0,103;1
"-*jeremy_bardo";1;1;1;1;1
"-*aubergine_lasagna84";1;1;1;0,471;0,921
"-*_nono_wlt_";1;1;1;1;0,253
"-*alex_yersin95";1;1;0,262;0,814;1
"-*adrienheyd";1;1;1;0,103;1
"-*mariequelquechose123";0;1;1;1;1
"-*swissbong";1;1;1;1;1
"-*titouanpayot";0;1;1;1;1
"-*cars_suisse_cransmontana";1;0,001;1;1;1
"*i_0280";1;1;1;1;0
"-*whereisophelie";1;1;0,007;1;1
"-*suehelene_t";1;1;1;0,814;0,484
"*i_0281";1;1;0,061;0,74;1
"-*db2253";1;1;0,102;0,471;1
"*i_0282";1;1;1;0;1
"*postComments_136";1;1;1;0;1
"-*didlam88";1;1;1;1;0,129
"-*a_petit_pois";1;1;1;0,021;1
"-*diana_ddg";1;0,001;1;1;1
"-*claritycatcher";1;0,977;1;1;0,254
"-*car0_chv";1;1;1;1;0,283
"-*martinejacc";1;1;1;1;0,283
"-*lawless_sam";1;1;1;0;1
"-*cocleako";1;1;1;0,814;0,484
"-*badalfede";1;1;1;0,103;1
"-*thelifeofcino";1;1;1;0,103;1
"-*sdlj1205";1;1;1;1;0,129
"-*makoto_et_nazgul";1;1;1;0,517;0,364
"*commentLikes_496";1;1;1;1;0,283
"-*bertrandrebeaud";1;1;1;0,005;1
"-*cgrod";1;1;1;0,126;1
"-*fredwaynes";1;1;1;0,021;1
"-*ed_smdt";1;1;1;1;0,283
"-*joel_edelmann";1;1;1;0,103;1
"-*marc_kur";1;1;1;0,103;1
"-*mario_geiger";1;0,001;1;1;1
"-*irra_sam";1;1;1;1;0,283
"*i_0283";0,798;1;1;0;1
"-*stephsdp";1;0,04;1;1;0,921
"*commentLikes_223";1;1;1;0,021;1
"-*foyav";1;1;1;0,103;1
"-*travellingmee";1;1;1;0,103;1
"-*yolan28011";0;1;1;1;1
"-*e_st_elle";1;1;1;0,103;1
"-*maya_pilloud";1;1;1;0,103;1
"-*pauline_vanderh";1;1;0,007;1;1
"-*loixlr";1;1;1;1;0,283
"-*charlottefrd";0;1;1;1;1
"-*gvamoi";0,206;1;1;0,74;0,863
"*i_0284";1;0,162;0,421;1;0,199
"-*marat_bsg";1;0,135;1;1;0,484
"*i_0285";0,028;0,135;1;1;1
"-*iulianiadriano";0;1;1;1;1
"-*compassurance_ch";1;1;1;1;0,283
"*i_0286";0,685;0,406;1;1;1
"-*institutdkura";1;1;1;1;0,283
"-*gaeljacot";1;1;1;0,103;1
"-*14srmz";1;0,04;1;1;0,921
"*i_0287";1;1;1;0;1
"*postLikes_639";1;1;1;0;1
"-*zoum642";1;1;0,432;0,308;1
"-*juless_rxx";1;1;1;0;1
"-*tony_fabre_";1;1;1;0,308;0,888
"*i_0289";1;1;0,004;1;1
"*i_0290";0;0,578;1;1;1
"-*thibaut_clemence";1;1;1;1;0,283
"-*adrien_gnd";1;1;1;0,103;1
"-*alexandrajocebe";0;0,379;1;1;1
"-*akita_en_la_playa";1;1;1;0,103;1
"-*jr_prtt";0;1;1;1;1
"-*fredaltschul";0;1;1;1;1
"-*grandjean_l66";1;1;1;1;0,283
"-*jonasdahlis";0;1;1;1;1
"-*nadege_mancinelli_";1;0,001;1;1;1
"-*schouchanaherve";1;0,001;1;1;1
"-*meissaalaofary";1;1;0,007;1;1
"-*wassousjayfun";1;1;1;1;0,283
"-*isas1503";0;1;1;1;1
"-*heloiseilli";1;0,001;1;1;1
"-*gege_parrat";0;1;1;1;1
"-*alonsenfants";0;1;1;1;1
"-*martinelizabellatchitchi";0;1;1;1;1
"-*pierrebenoitwolf";0;1;1;1;1
"*i_0291";1;1;1;1;1
"*postDate_1-11-2025";0,878;1;0,045;1;0,15
"*i_0292";1;1;1;0,021;1
"*i_0293";1;0,466;0,55;1;0,691
"-*karine_nanyorri";1;1;0,007;1;1
"-*darkwo_00_";1;1;1;1;1
"*i_0294";1;1;1;1;0,003
"-*sam__seu";1;1;1;0,471;0,921
"-*_yasmina_gk";1;1;1;1;0,283
"-*centredebellesaclaire";1;1;1;1;0,129
"*i_0295";1;0,445;1;1;0,191
"*postComments_99";1;0,445;1;1;0,191
"-*mimi_ez39";1;1;1;0,103;1
"-*marie_grchnt";1;1;1;1;0,283
"-*timmyknooki";1;1;1;1;0,283
"-*_____maryy";1;1;1;0,021;1
"-*vlonemillion";1;1;1;0,103;1
"-*spicy_ch3rry";1;1;1;1;0,129
"-*damien____m";1;1;1;1;0,283
"-*michael_cennamo";1;1;1;1;0,283
"-*createrraceramiques";1;1;1;0,103;1
"-*jennivacos";1;1;1;1;0,283
"-*madilouz94";1;0,001;1;1;1
"*i_0296";0,035;0,897;0,085;1;1
"-*natasadekikasija";0;1;1;1;1
"-*igor__kaza";1;0,001;1;1;1
"*i_0297";0;0,734;1;1;1
"-*aquarelle_artby_aurore";0;1;1;1;1
"-*mapaub";0;1;1;1;1
"-*zermi_nator69_vs";1;0,001;1;1;1
"-*heroesbikes";1;1;1;1;0,283
"-*liline_crottaz192";1;1;1;1;0,283
"-*sabineferreiro";1;1;1;1;0,283
"-*alain9415";1;0,04;0,102;1;1
"-*peroz_no_pain";0;1;1;1;1
"*i_0298";1;0,071;1;0;1
"-*fiorellas_touch";1;1;1;0,103;1
"-*simon_murith";1;1;1;1;0,283
"-*lisou_street_vintage";0,028;0,135;1;0,814;1
"-*frapp_fribourg";1;0;1;1;1
"-*alexisbarriere";1;1;1;1;0,283
"-*annemariecothereau";1;0,04;0,102;1;1
"-*nyolcvanegy";1;0,001;1;1;1
"-*ericlacueille";1;1;1;1;0,129
"-*catharina_a";1;1;1;0,021;1
"-*pauline_ette";1;1;1;1;0,283
"-*wingood90";1;0,001;1;1;1
"-*carole_wit";1;1;1;0,103;1
"-*borelly82";1;1;1;0,021;1
"-*pierrerolland";1;1;1;0,021;1
"-*aline_clot";1;1;1;1;0,283
"-*momomiquette";1;1;1;0,103;1
"-*lawrencebamberger_";1;1;1;1;0,283
"*i_0299";0,206;0,499;1;1;0,322
"-*bryan_ph";1;1;1;1;0,283
"*commentDate_10-11-2025";1;0,28;1;0;0,004
"-*charliegodat5234";0;1;1;1;1
"*i_0300";0,001;0,033;1;1;1
"*commentDate_17-11-2025";1;0,795;1;0;1
"-*lecardongenevois";1;0,001;1;1;1
"-*pcharli07";1;0,001;1;1;1
"-*veroniquethilo";1;1;1;0,814;0,484
"-*nadia_marmoud";0;1;1;1;1
"*i_0301";0,906;1;0;1;0,807
"*postComments_68";0,906;1;0;1;0,807
"-*ra_bruno_";1;0,001;1;1;1
"-*rod_cas_bike";1;1;1;1;0,283
"-*fdefrances";1;1;1;0,814;0,484
"-*sarmad_pasha";1;1;1;1;0,283
"-*fabien_fj";0;1;1;1;1
"*i_0302";0,673;0,524;1;0;1
"-*amanda_castillo_journaliste";1;1;1;0,103;1
"-*adrien_bugnon";1;1;1;1;0,283
"-*matteo_ndr";1;1;1;0,103;1
"-*vlad_lima_jr";1;1;1;1;0,283
"-*r_cls_37";1;1;1;0,009;1
"-*jou_buttet";1;0;1;1;1
"-*yayayp";1;1;1;0,005;1
"-*sanctuary666";1;1;1;0,103;1
"-*cedric_lpz_";1;1;1;0,008;1
"-*maria751fdez";1;1;1;0,032;1
"-*mcecile87";1;1;1;1;0,283
"-*loulou9853";1;0,04;1;0,471;1
"-*yolanda_fuertes_ch";1;1;1;0,471;0,921
"-*sheryclouds";1;1;0,262;1;0,484
"-*lucia6286";1;1;1;0,021;1
"-*pauline_mldix_gbd";1;0,001;1;1;1
"-*raquelita_clm";0;1;1;1;1
"-*_broski3_";1;1;1;0,021;1
"-*tamtoon";0;1;1;1;1
"-*regina_taimasova";1;1;1;0,103;1
"-*_muaugusto_";1;0,001;1;1;1
"-*jeffydos";1;1;1;1;0,283
"-*cloclo_3616";1;1;1;1;0,129
"-*renee_delamer";1;1;1;1;1
"-*theuniverseinourhome";0;1;1;1;1
"-*brabecka";1;1;1;0,103;1
"-*ste_mln";1;1;1;0,103;1
"-*luffy_jc_66";1;1;1;1;1
"-*om_shanti_om71";1;1;1;0,103;1
"-*melivit88";1;0,04;1;0,471;1
"-*mupendadavid";0;1;1;1;1
"-*el_karimaaaa";0;1;1;1;1
"-*miss_suzy7";0;1;1;1;1
"-*dahliaschow";1;0,135;1;1;0,484
"-*just_marquette";0;1;1;1;1
"-*a_re_li_s";0;1;1;1;1
"*i_0303";1;1;0;1;0
"*postComments_747";1;1;0;1;0
"*commentLikes_326";0,004;1;1;1;0,921
"-*ziad__hassen";1;1;0,102;1;0,921
"-*nxah_brn";1;1;1;1;0,283
"-*baineconte";1;1;0,007;1;1
"-*fabrice_lau";1;1;1;1;0,283
"-*shkurteas";1;1;0;1;1
"-*glittering1";1;1;0,102;1;0,921
"-*ludo_046";1;0,214;1;1;0,824
"-*plateforme_paix_palestine";1;1;0,102;1;0,921
"-*bart06__";1;1;1;0,103;1
"-*antoinemenard";1;1;1;1;0,283
"-*fabe_2300";0;1;1;1;1
"-*iam_sarita81";1;1;1;1;0,129
"-*aurelien___";1;1;1;1;0,129
"-*duc_annemarie";1;1;0,007;1;1
"-*skura_no_hanabira";1;1;1;1;0,129
"-*inshrrr";1;1;1;1;0,283
"-*f9edn";1;0,135;1;0,814;1
"-*mounanews";1;1;0,007;1;1
"-*farfalola";1;1;0,057;1;0,545
"-*course_commando";1;1;1;1;0,283
"-*mhdlovers";1;1;1;0,005;1
"-*amos_jerome";1;1;1;0,103;1
"-*switskull";0;1;1;1;1
"-*dovohyn";1;1;0,007;1;1
"-*solene_beaud";1;1;1;1;0,283
"-*lucas_sdlr";1;1;1;1;0,283
"-*gustavorojas_mesasociallyon";1;1;0,007;1;1
"-*tanche_tenebras";0;1;1;1;1
"-*mylsns_";0;1;1;1;1
"-*thalia_brm";1;1;1;1;0,283
"*i_0304";1;1;1;0;1
"-*crissyginger";1;1;1;0,308;0,888
"-*fenschitude";1;0,001;1;1;1
"-*valesavabien";1;1;1;0,008;1
"-*nan_y_kb";1;1;1;1;0,283
"-*casualseek";1;1;1;0,471;0,921
"-*elsolobalador";1;1;0,102;1;0,921
"-*niko_marsikano";1;1;1;1;1
"-*astridgoel_photo";1;1;1;1;0,133
"-*ginaellero";1;1;1;0,103;1
"-*primoubosc";0;1;1;1;1
"-*kristto38";1;1;1;1;0,283
"*i_0305";1;1;1;0;1
"*postDate_2-11-2025";1;1;0,224;0;1
"-*barerunner";1;1;1;1;0,283
"-*cactus_fra";1;1;1;1;0,129
"*i_0306";1;0,135;1;1;0,484
"*postLikes_463";1;0,135;1;1;0,484
"*i_0307";1;1;0,003;1;0,044
"-*susiwong12";0;1;1;1;1
"-*hc_leo_";1;1;1;1;1
"-*marwan_json";1;1;1;1;0,283
"-*zzgorr";1;1;1;0,471;0,921
"-*mathieu_wag";1;1;1;1;0,253
"-*bryanoberson";1;1;1;1;0,283
"-*o_shagy";1;1;1;0,103;1
"-*susana_matias_2510";0;1;1;1;1
"-*iknowyouknowthatiknowww";1;1;1;1;0,283
"-*lomtr";1;0,001;1;1;1
"-*12000days";1;1;1;0,103;1
"*i_0308";0,136;1;1;0,524;1
"-*ademeo_fianchini";0;1;1;1;1
"*i_0309";0;1;1;1;1
"-*palouno3";1;1;1;1;0,283
"-*blanc2363";1;1;1;1;0,283
"*i_0310";1;1;1;0,004;0,589
"*postComments_89";1;1;1;0,517;0
"*postReposts_140";1;1;1;0,004;0,589
"-*maude_berthoud";1;1;1;1;0,129
"-*cvingui";1;1;1;0,471;0,921
"-*aslocavaud";0,004;1;1;0,471;1
"-*deviilboy";1;1;1;0,103;1
"-*giuloudays";1;1;1;0,126;1
"-*cehlec";1;1;1;0,103;1
"-*corenflex92";1;1;1;1;0,283
"-*luxuryoutlet_secondhand";1;1;1;0,103;1
"-*groube_leji";1;1;1;1;0,283
"-*fanny___barone";1;1;1;0,471;0,921
"-*toni_villi";1;1;1;0,103;1
"-*_ponzettajf_";1;1;1;1;0,283
"-*svm_hvrper";1;1;1;0,94;0,186
"-*thechillfilipino";1;1;1;1;0,129
"-*ainohadd";1;1;1;1;0,283
"-*danielcastanedaw";1;1;1;0,103;1
"-*sofiene_dhiab";1;1;1;0,103;1
"-*tha_illyrian";1;1;1;1;0,283
"-*iammargauxklein";1;1;1;0,103;1
"-*dftherapiesmanuelles";1;0,04;1;1;0,921
"-*schatztsarina";1;1;1;0,471;0,921
"-*manu_dmr____";1;1;1;0,103;1
"-*miguel_pittet_";1;1;1;1;0,283
"-*erwan_lmk";1;1;1;0,103;1
"-*patisserie_mariyaaraujo";1;1;1;0,126;1
"-*linda_ferizi";1;1;1;0,471;0,921
"-*berenicecrrt";1;1;1;0,103;1
"-*nono_international";1;1;1;0,103;1
"-*demelocatarina";1;1;1;1;0,129
"-*ab_investissements_";1;0,001;1;1;1
"-*davina_bz_immobilier";1;1;1;0,103;1
"*i_0311";1;1;1;0;1
"*postComments_194";1;1;1;0;1
"-*veroh28";1;1;1;0,032;1
"-*fleur2douceur";1;1;1;0,101;1
"-*coiffuremodline";1;1;1;0,103;1
"-*dritadrita29";1;1;1;0,021;1
"-*makalune65";1;1;1;1;0,283
"-*xicadejo";0,206;1;1;0,03;1
"-*centamnesiak";1;1;1;0,103;1
"-*salaminlise";1;1;1;0,001;1
"-*opub_lelanderon";1;1;1;0,008;1
"-*sagannekohler";1;1;1;1;0,283
"-*thierrybugnard";1;1;1;0,021;1
"-*dastan5277";1;1;1;1;0,283
"-*niimbuss_";1;1;1;0,021;1
"-*lodpg3";1;1;1;1;0,283
"-*benamarmjid";1;1;1;0,103;1
"-*adaoa";1;1;1;1;1
"*commentLikes_308";1;1;1;0,814;0,484
"-*aikoboutik";1;1;1;0,103;1
"-*boulangerie_la_parisienne";0;1;1;1;1
"-*salutdoy";1;1;0,007;1;1
"-*toni_atn";1;1;1;1;0,283
"-*alexicolas";1;1;1;0,021;1
"-*georges_delaloye";1;1;1;0,103;1
"-*mdpb62";1;1;1;0,103;1
"-*vasile_valentin68";1;1;1;0,103;1
"-*dylward__";1;0,001;1;1;1
"-*kvn_phm";1;1;1;0,021;1
"-*jessicatl2";1;0,001;1;1;1
"-*noellecornumarie";1;1;1;0,021;1
"-*tyerlenny";1;1;1;0,103;1
"-*stefsword";1;1;1;0,103;1
"-*lidovevey";1;1;1;0,103;1
"-*ale_xa3319";1;0,001;1;1;1
"*i_0312";0,352;1;1;1;0,02
"-*maroccomania";1;1;1;1;0,283
"*i_0313";1;0;1;0,668;1
"*postComments_72";0;0,012;1;0,031;1
"-*vanille_lafter";1;0,04;1;1;0,921
"-*cyprien_ptt";1;1;1;0,101;1
"-*alexis_pape";1;0,04;1;1;0,921
"-*kamel_haf";1;1;1;1;0,129
"-*broesmelimels2";1;1;1;0,103;1
"-*mann__g";1;1;1;1;0,283
"-*vinch_crsz";1;1;1;1;0,283
"-*hartz07";1;1;1;1;0,283
"-*el_guerreiro19";1;0,001;1;1;1
"-*phbachm";1;1;1;0,814;0,484
"*i_0314";1;0;1;1;0,586
"-*coco_pascal";1;0,001;1;1;1
"-*repentlesssssss";1;1;1;1;1
"-*fontana_jacopo";1;1;1;1;0,283
"-*zayjeanf";1;1;1;1;0,283
"-*sevil__krt";1;0,001;1;1;1
"*i_0315";1;1;0;1;1
"*postReposts_133";1;1;0;1;1
"-*dylan_reinhardt97";1;1;1;1;0,129
"-*jacquelinebok";1;1;0,007;1;1
"-*isabella9923417";1;1;0,007;1;1
"*i_0316";1;1;1;0;1
"*commentLikes_661";1;1;1;0,103;1
"-*evodii_mnz";1;0,135;1;1;0,484
"-*alix_mjj";1;1;0,634;0,639;0,808
"-*riss_beau";1;1;1;0,103;1
"-*arthur_crrl";1;1;1;1;0,129
"-*camille_reynolds1";1;1;1;0,471;0,921
"-*al_heritier";1;1;1;0,471;0,921
"-*mumubu70";1;1;1;0,103;1
"-*yvanbrovy";1;1;1;1;0,129
"-*covek_tomtom";1;1;1;0,103;1
"*commentLikes_520";1;1;1;0,103;1
"-*jeunesse_solidairege";1;1;1;0,103;1
"-*mattia_fntnn";1;1;1;0,103;1
