"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"-*valkitchen_bernex";0;0;0;0;0;0
"-*markos91";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*duflot4031";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*constantinhbr";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*importnumpyasnp_";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*raoda_jadmour_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*instavincefox";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*monicabtravi";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*smisfine";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*rizzow56";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*bdit2025";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*oper_one";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*luigi_cataldi_9693";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*mlle_bidibul";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*helenedesirat";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*nathalie_ceschin";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*angelineduvivier";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*laure_love_nature";5,85;-0,052;-0,405;-1,125;-0,067;-0,491
"-*scarlettrose2106";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*skylerpnc";0;0;0;0;0;0
"-*nathaliethais";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mayachokqeiki";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*lucky_s_cars";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*chantalvallat";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*roukyspitz";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*anne_christelle_beauvois";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*dejabrun";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*ck_aqua";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*flofly71";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*miyakuqueena";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mysythi";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*boudoiracoudre";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sofunky64";5,85;-0,052;-0,405;-1,125;-0,067;-0,491
"-*eskimo_one";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*natoudu44et91";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lylypetticoat";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*medinamassillia";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*lemanbog_geneve";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*aldeiafuradouro";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*hiemstradom";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*patrice33779";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*zemeli05";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*marie_marechal_9619";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*a_matthey_photo";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*kidfromtha80s";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*moonspirit9618";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*milva_spina";0,771;-0,026;-0,202;0,919;-0,033;-1,467
"-*la10emenuit";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*noemie_grr";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*bennett_1815";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*kriskrouge";-0,928;-0,039;-0,304;0,227;-0,05;0,729
"-*irene__golay";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*marialou_fleetwood_mac_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*tiger_n_tiger";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*l_is_my_name__";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*natalia_ferr1";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lemonstros";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*djantz12";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*instadav69";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*morgan_aool";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*coco_trk";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*charlie_chucky7";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mesnier_steph";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*nateben2959";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*nicdouille77";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*philippedecaens";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*yvo13_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*davidbvti";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*crispalante";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*elenia6269";0,095;-0,091;-0,708;1,786;-0,116;-0,541
"-*sarucha_a";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*celine_73_1997";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*garinette22";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*mahrez_lauren_1976";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*yaya_ngoma";0,157;-0,039;-0,304;0,227;-0,05;-0,099
"-*seb_pacha";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*jeancharlesvideau";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*drashdark";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*pablofont_04";0,157;-0,039;-0,304;0,227;-0,05;-0,099
"-*paul_g_switzerland";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*cheff331967";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*le_spot_vintage";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*franck_gr73";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sandrinepicco3361000";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sarah_________mo";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*rosamari_nr_3";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lebosk_painting";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*xaviergadbois";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*caipirao23";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*leberre94";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*denysm73";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*aanaji88";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*tofsambate";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*pumaanis";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_15-2-2026";0,313;-0,078;-0,607;-0,098;8,425;-0,198
"-*stile_libero_monaco";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"*commentDate_9-2-2026";3,079;-0,039;-0,304;-0,844;-0,05;-0,099
"-*kerker8359";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*zoofrie2_0";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*denislangloisbaker";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lelangagedesplanetes";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*delphinebeaune_archidplg";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_20-1-2026";5,85;-0,052;-0,405;-1,125;-0,067;-0,491
"-*alex_alphie_salomon_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*matteotorretti";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*dessi_alessandro";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_17-1-2026";5,827;-0,144;-1,113;-0,091;-0,183;-1,019
"-*val_epicetou";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*patricedelabas";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*basqueautopassion64";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*ericgunera";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*deadverlaine";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*rgamoto45";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*laburbe34";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*miyu_cem";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*feresmexico667";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*espritetcorpszen";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*obiwan9307";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*quelquechosedeplus";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*nevensylvie";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*damavrs5";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*pizza_larose";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*agatheboulange";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*cyrilsypher";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*thierrytombarel";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sophiel4883";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*herve_reichenbach";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*carldu41";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*samisamsan95";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*luisperopera";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*yannickadelle";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*hydre122";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*guilhermino_rodrigues_925";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*nadia_nbb_keisuke";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*1000ouille";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*michelghibert";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*alrick_williams_7957";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*intime_me_officiel";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sanderson9901";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*skoredraid";-0,309;-0,013;-0,101;-0,281;60,131;-0,733
"-*mamukaguliza";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*clemapo75";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*pourquoipasjerome";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*hamodjemmal";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*quent1le2";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*renaudnoz";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*niiyaki";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*ott_ottott";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*twinset_pearls_";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*gwendolinehenaf";0;0;0;0;0;0
"-*comptonkmel";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*parfumdepeau";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*galeriechristianleserbon";3,079;-0,039;-0,304;-0,844;-0,05;-0,099
"-*babeth_simone";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*by_mia_k_13";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*wildestarno";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*rubirosa305";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*pol_stephanie";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*pepsyflo";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*s1811x";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mez1301";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*sama_liam_";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*davetheup";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*stephduval69";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*roglerson_sobreira";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lylychokolat";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*rich_arrogant";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*ramo_artiste";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*family_dess";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*babou_u";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sheyenne1964";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*selectajahson";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*metalmuscadet";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*maxime_mah_ieu";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*leovincesea";0,157;-0,039;-0,304;0,227;-0,05;-0,099
"-*margotzaparta";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*nanoucnvs";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*regis_pmk";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*cedluca";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*nat91prv";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*ericbo69";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*deco1116_2020";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*marocaline1972";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lestrouvailles_d_alexandra";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*todonsky";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*gordan_markov1310";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*robertserge8";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*corto8001";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*frsa12311";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*bakara972";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*supermom_mostdays";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*louisdegeorges";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*frederic_ambry_7";0;0;0;0;0;0
"-*l_oeil_de_jipe";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*evelynpaesanocongiu";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*claudiademarcovic";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*grosjean_isabelle";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*november_forever_and_ever";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*jo_lapelote";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*2crosstheworld";1,541;-0,052;-0,405;-1,125;-0,067;0,097
"-*cotanomundo";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*naturopathe_rosedesvents";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*romuleo";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*parrastef";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*conan_coyne";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*moni_ka11";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*dinorsq3";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*bludimare";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*laurent_b75";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*telenostudio";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*jbpourlesintimes";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*nadiazuf";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*adrien_mmg";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*ipsa_io";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*sacha_r_coaching";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*zorg_ferraty";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*nadiabaldo";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*hugoytiago_2";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*taratata507";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*leaperez847";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lucienflammia";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*laikakial";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*5084_kyle";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*armandacv80";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*pascal_laurant";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*toumtoumbadaboum";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*fredbonvallet";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*william_wil_568";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*jeanfrancoiswt";-0,928;-0,039;-0,304;-0,844;-0,05;4,091
"-*scolinette_delamontagne";-1,857;-0,078;-0,607;2,756;8,425;-0,198
"-*farfadet1976";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*nickyfrombutteschaumont";0;0;0;0;0;0
"-*catherunning";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*cmdb65";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*jackdemarseille";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*nicomarce74";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*mikivuki2020";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*mickverseau";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*evarela_paris";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lafrance_olivier";1,541;-0,052;-0,405;-1,125;-0,067;0,097
"-*dlgparis039";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*vinylcodeau";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*vava94600";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mortadellapope";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*fabiodemaglie";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*julieguilbert67";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*leray26";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*marion_cobretti17";3,665;-0,065;-0,506;-1,406;-0,083;-0,011
"-*riktaboom";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*max_mameli";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*paiaoai";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*ay_line_taylan";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*carolelarce";0;0;0;0;0;0
"-*traquenard_ch";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*miss__loanette";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*robertfrederic060468";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*locatellijerome";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*jmnumisma";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*cortizo_manuel";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*cam_ptt";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*papa_psyko";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*alexandre_rivieres";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*bellabeatriz1";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mich_line";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*vicardstephanie";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*tiphainebressin";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*dedeuf56";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*philosophe7800";0;0;0;0;0;0
"-*oozbass";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*anne_mazel";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*pataluna";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*marco_distefano_art";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*maudllia";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*jamelito17";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*pietrosiculo_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mr_osborne_98";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*alinesarrand";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*babasdelahoya";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*dia_rma";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*zz_10fr";-0,309;-0,013;-0,101;-0,281;60,131;-0,733
"-*forest_moonsound";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*didi_ross_79";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*delphspery";0;0;0;0;0;0
"-*leozacandcompany";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*juanitomiami";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*toutestdejala";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lucadonbosco";-0,619;-0,026;3,993;-0,562;-0,033;0,048
"-*djkristo";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"-*abdoullah_naina";3,079;-0,039;-0,304;-0,844;-0,05;-0,099
"-*yoga_aurelie_schaerer";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*_mrsdeborahs_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*stefanovich_999";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*ursotundo";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*arysnath";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*carlos_goncalves4970";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*iamjoclaeys";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*edouard_aux_mainsdargent";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*_yeahyeahyo_";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*reyeskito";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*kiff73";0,157;-0,039;-0,304;-0,844;-0,05;0,729
"-*exoride_net_mtb_trips";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*a_0961";7,479;-1,385;-6,781;-9,706;0,941;3,242
"*postLikes_22900";-6,083;-3,496;187,209;-32,696;-0,032;-0,38
"*postComments_232";7,479;-1,385;-6,781;-9,706;0,941;3,242
"*postReposts_1100";7,479;-1,385;-6,781;-9,706;0,941;3,242
"*postDate_3-11-2025";-49,821;-8,593;-6,679;120,601;-0,045;-0,805
"-*wouldcha3b";2,312;-0,078;-0,607;-1,688;-0,1;0,145
"-*victoire_marie_francoise";3,079;-0,039;-0,304;-0,844;-0,05;-0,099
"-*nisheink";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*olivenet1";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*sabres_et_poings";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*felmrt";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*sebsweets_and_popculture";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*flo_mzt";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*nadirdrake";0;0;0;0;0;0
"-*oluie_ard";-0,928;-0,039;-0,304;0,227;-0,05;0,729
"-*diamantdingue";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*thib_au_lt04";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*anne_amorgos";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*fabien_fuentes";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*lisa_dsclfs";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentLikes_416";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*_tatame_689";-0,928;-0,039;-0,304;0,227;-0,05;0,729
"-*kvwviib";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*selecta_burnout";-0,928;-0,039;-0,304;-0,844;-0,05;4,091
"-*sambotte24";-0,619;-0,026;-0,202;7,112;-0,033;-1,467
"-*sylvain_maestro";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*simon_ou_marmelade";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*yasserdl1";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*gwenael_cathelin";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*mehdi_joga";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*khwamrakforyou";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*quentinpalmieri";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*florencegazmuri";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*gandalf_de_broceliande";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*amleakcim";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*launnaa_lbd";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*asladino07";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*loubenten";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*attiliogervasy";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*virgiween";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*round_758";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mae_w020";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*theane_rose";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*zenmanon";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*jlb53523";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*clubsuperboys";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*1coeurlibre";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*1frenasie";0;0;0;0;0;0
"-*bitos92200";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*sexygrosboule";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*elegendre3";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*r_a_r_e__";0;0;0;0;0;0
"-*wizzy_9_2";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*samar_azouzi";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*prince_1_reich";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*cecil_riy";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
